Word,POS,NER
চাইছি।,VF,B-OTH
এরপর,ADV,B-OTH
বিমান,NNC,B-OTH
যখন,ADV,B-OTH
"৩৬,০০০",QF,B-NUM
ফুট,NNC,B-UNIT
উচ্চতায়,NNC,B-OTH
তখনই,ADV,B-OTH
তাঁকে,PRO,B-OTH
চমকে,VNF,B-OTH
দিলেন,VF,B-OTH
বিমানকর্মীরা।,NNC,B-PER
করে,VNF,B-OTH
ইন্সটল,NNC,B-OTH
করে,VNF,B-OTH
নিতে,VNF,B-OTH
পারবেন,VF,B-OTH
যেটির,PRO,B-OTH
ব্যবহার,NNC,B-OTH
সাধারণত,ADV,B-OTH
আমরা,PRO,B-OTH
বিশেষভাবে,ADV,B-OTH
সুপারিশ,NNC,B-OTH
করে,VNF,B-OTH
থাকি।,VF,B-OTH
মুনতাসীর,NNP,B-PER
মামুন,NNP,I-PER
লিখেছেন,VF,B-OTH
‘মুঘল,PUNCT,B-OTH
আমলে,NNC,B-OTH
ঈদের,NNC,B-EVENT
দিন,NNC,B-OTH
ঈদগাহে,NNC,B-OTH
যেতেন,VF,B-OTH
মুঘলরাই,NNP,B-PER
সাধারণ,ADJ,B-OTH
মানুষের,NNC,B-PER
স্থান,NNC,B-OTH
সেখানে,ADV,B-OTH
ছিল,VF,B-OTH
কিনা,ADV,B-OTH
সন্দেহ।,NNC,B-OTH
হ্যাঁ,ADV,B-OTH
কোন,DET,B-OTH
ছবি,NNC,B-OTH
সুন্দর,ADJ,B-OTH
উঠার,NNC,B-OTH
জন্য,PP,B-OTH
মেগাপিক্সেল,NNC,B-OTH
একটি,QF,B-NUM
গুরুত্বপূর্ণ,ADJ,B-OTH
ভূমিকা,NNC,B-OTH
পালন,NNC,B-OTH
করে।,VF,B-OTH
আরও,ADJ,B-OTH
কিছু,ADJ,B-OTH
দূর,NNC,B-OTH
যেতে,VNF,B-OTH
দেখলো,VF,B-OTH
জমজমাট,ADJ,B-OTH
এক,QF,B-NUM
হাটবাজার,NNC,B-OTH
সেখানে,ADV,B-OTH
যেতেই,VNF,B-OTH
সবাই,PRO,B-OTH
বানরকে,NNC,B-OTH
রাজপোশাক,NNC,B-OTH
দিয়ে,VNF,B-OTH
গেলো।,VF,B-OTH
জানা,NNC,B-OTH
যায়,VF,B-OTH
মধ্যবয়সী,ADJ,B-OTH
ওই,DET,B-OTH
ব্যক্তিকে,NNC,B-PER
এরপর,ADV,B-OTH
নিজের,PRO,B-OTH
মাথার,NNC,B-OTH
চুল,NNC,B-OTH
কামিয়ে,VNF,B-OTH
ফেলতেও,VNF,B-OTH
বাধ্য,NNC,B-OTH
করেন,VF,B-OTH
তারা।,PRO,B-OTH
ল্যান্স,NNP,B-PER
ক্লুসেনার,NNP,I-PER
লখনউয়ের,NNP,B-GPE
দক্ষিণ,NNP,B-GPE
আফ্রিকার,NNP,I-GPE
ফ্র্যাঞ্চাইজি,NNP,B-OTH
ডারবান,NNP,B-ORG
সুপার,NNP,I-ORG
জায়ান্টসের,NNP,I-ORG
প্রধান,ADJ,B-OTH
কোচও।,NNC,B-PER
এই,DET,B-OTH
মুহূর্তে,ADV,B-OTH
হোয়াট্‌সঅ্যাপ,NNP,B-ORG
বিটা,NNP,B-OTH
অ্যান্ড্রয়েডের,NNP,B-OTH
২.২৪.৬.১৬,QF,B-NUM
ভার্সনে,NNC,B-OTH
এই,DET,B-OTH
নতুন,ADJ,B-OTH
ফিচারটি,NNC,B-OTH
পাওয়া,NNC,B-OTH
যাবে।,VF,B-OTH
বাঙালি,ADJ,B-PER
পদার্থবিজ্ঞানী,NNC,B-PER
পদ্মভূষণ,NNP,B-OTH
প্রাপ্ত,ADJ,B-OTH
অধ্যাপক,NNC,B-PER
শিশিরকুমার,NNP,B-PER
মিত্র,NNP,I-PER
আবেদনের,NNC,B-OTH
শেষ,ADJ,B-OTH
সময়,NNC,B-OTH
২২,QF,B-D&T
নভেম্বর,NNP,I-D&T
২০১৯,QF,I-D&T
তারিখ,NNC,B-OTH
বিকেল,NNC,B-D&T
০৫টা,QF,I-D&T
পর্যন্ত,PP,B-OTH
আবেদন,NNC,B-OTH
করতে,VNF,B-OTH
পারবেন।,VF,B-OTH
পরিবেশগত,ADJ,B-OTH
পারফরম্যান্সে,NNC,B-OTH
বাংলাদেশের,NNP,B-GPE
পয়েন্ট,NNC,B-OTH
২৩,QF,B-NUM
দশমিক,NNC,I-NUM
১০।,QF,I-NUM
প্রশ্ন,NNC,B-OTH
উঠেছে,VF,B-OTH
ভূমিকম্পের,NNC,B-OTH
ঝুঁকি,NNC,B-OTH
বিবেচনায়,NNC,B-OTH
ফায়ার,NNC,B-ORG
সার্ভিসের,NNC,I-ORG
এ,DET,B-OTH
সক্ষমতা,NNC,B-OTH
কি,ADV,B-OTH
পর্যাপ্ত,ADJ,B-OTH
ইদানিং,ADV,B-OTH
কিছু,ADJ,B-OTH
গানের,NNC,B-OTH
কথা,NNC,B-OTH
বেশ,ADJ,B-OTH
রুক্ষ,ADJ,B-OTH
হয়ে,VNF,B-OTH
কানে,NNC,B-OTH
বাজে।,VF,B-OTH
ভেতরে,NNC,B-OTH
যখন,ADV,B-OTH
তিল,NNC,B-OTH
ধারনের,NNC,B-OTH
ঠাঁই,NNC,B-OTH
নেই,VF,B-OTH
বাইরে,NNC,B-OTH
তখন,ADV,B-OTH
অপেক্ষা,NNC,B-OTH
করছে,VF,B-OTH
হাজার,ADJ,B-OTH
হাজার,ADJ,B-OTH
শিক্ষার্থী।,NNC,B-PER
টানা,ADJ,B-OTH
তিন,QF,B-NUM
যুগের,NNC,B-UNIT
খরা,NNC,B-OTH
কাটিয়ে,VNF,B-OTH
বিশ্বকাপ,NNC,B-EVENT
জিতেছে,VF,B-OTH
আর্জেন্টিনা,NNP,B-GPE
তাইতো,ADV,B-OTH
উৎসবের,NNC,B-OTH
নগরীতে,NNC,B-OTH
পরিণত,NNC,B-OTH
হয়েছে,VF,B-OTH
পুরো,ADJ,B-OTH
দেশ।,NNC,B-OTH
গোপালগঞ্জ,NNP,B-GPE
,PUNCT,B-OTH
মুকসুদপুরে,NNP,B-GPE
যাত্রীবাহী,ADJ,B-OTH
বাসের,NNC,B-OTH
চাপায়,NNC,B-OTH
আল্লাদী,NNP,B-PER
সাহা,NNP,I-PER
৬০,PUNCT,B-OTH
নামে,NNC,B-OTH
এক,QF,B-NUM
বৃদ্ধা,NNC,B-PER
নিহত,ADJ,B-OTH
হয়েছেন।,VF,B-OTH
জানা,NNC,B-OTH
যায়,VF,B-OTH
গ্রিন,NNP,B-ORG
গ্লোবাল,NNP,I-ORG
অ্যাগ্রো,NNP,I-ORG
লিমিটেড,NNP,I-ORG
নামে,NNC,B-OTH
একটি,QF,B-NUM
প্রতিষ্ঠান,NNC,B-ORG
এসব,DET,B-OTH
আম,NNC,B-OTH
রপ্তানি,NNC,B-OTH
করেছে।,VF,B-OTH
সাধারণ,ADJ,B-OTH
সময়ে,NNC,B-OTH
সকাল,NNC,B-D&T
১০টা,QF,I-D&T
থেকে,PP,B-OTH
বিকেল,NNC,B-D&T
চারটা,QF,I-D&T
পর্যন্ত,PP,B-OTH
ব্যাংকে,NNC,B-ORG
লেনদেন,NNC,B-OTH
হয়।,VF,B-OTH
তাতে,PRO,B-OTH
অবশ্য,ADV,B-OTH
ভুল,NNC,B-OTH
কিছু,PRO,B-OTH
নেই।,VF,B-OTH
ডাক,NNC,B-OTH
ডেস্ক,NNC,B-OTH
,PUNCT,B-OTH
ঋণ,NNC,B-OTH
কার্যক্রম,NNC,B-OTH
সহজীকরণে,NNC,B-OTH
সিলেটে,NNP,B-GPE
প্রথমবারের,ADV,B-OTH
মতো,ADV,B-OTH
স্মার্ট,ADJ,B-OTH
কার্ডের,NNC,B-OTH
প্রচলন,NNC,B-OTH
শুরু,NNC,B-OTH
করেছে,VF,B-OTH
এবি,NNP,B-ORG
ব্যাংক।,NNP,I-ORG
কোভিটের,NNP,B-MISC
সময়,NNC,B-OTH
আমার,PRO,B-OTH
আব্বাকে,NNC,B-PER
আবারও,ADV,B-OTH
হাসপাতালে,NNC,B-ORG
ভর্তি,NNC,B-OTH
করা,NNC,B-OTH
হল,VF,B-OTH
।,PUNCT,B-OTH
স্যান,NNP,B-PER
ডিয়েগো,NNP,I-PER
জু,NNP,I-PER
থেকে,PP,B-OTH
সরাসরি,ADJ,B-OTH
পান্ডাগুলি,NNC,B-OTH
দেখা,NNC,B-OTH
যাবে,VF,B-OTH
এখানে,ADV,B-OTH
ক্লিক,NNC,B-OTH
করলে।,VNF,B-OTH
গত,ADJ,B-D&T
শুক্রবার,NNP,I-D&T
যা,PRO,B-OTH
ছিল,VF,B-OTH
৮৩,QF,B-NUM
রুপি,NNC,B-UNIT
৪১২৫,QF,B-NUM
পয়সা।,NNC,B-UNIT
যে,DET,B-OTH
ভগ্নাংশের,NNC,B-OTH
লব,NNC,B-OTH
বড়,ADJ,B-OTH
কিন্তু,CONJ,B-OTH
হর,NNC,B-OTH
ছোট,ADJ,B-OTH
অপ্রকৃত,ADJ,B-OTH
ভগ্নাংশ,NNC,B-OTH
বলে।,VF,B-OTH
এদুটোর,DET,B-OTH
উত্তর,NNC,B-OTH
সন্তোষজনক,ADJ,B-OTH
না,ADV,B-OTH
হলে,VNF,B-OTH
কোন,DET,B-OTH
উন্নয়ন-ই,NNC,B-OTH
জনগণের,NNC,B-PER
জন্য,PP,B-OTH
অর্থবহ,ADJ,B-OTH
হয়,VF,B-OTH
না।,ADV,B-OTH
রাজনৈতিক,ADJ,B-OTH
বৈরিতার,NNC,B-OTH
কারণে,PP,B-OTH
লম্বা,ADJ,B-OTH
সময়,NNC,B-OTH
ধরেই,PP,B-OTH
পাকিস্তানের,NNP,B-GPE
মাটিতে,NNC,B-OTH
খেলতে,VNF,B-OTH
যায়,VF,B-OTH
না,ADV,B-OTH
ভারত।,NNP,B-GPE
উপস্থিত,ADJ,B-OTH
ছিলেন,VF,B-OTH
২৭-৩০,QF,B-NUM
ও,CONJ,B-OTH
৩৬-৪১,QF,B-NUM
নম্বর,NNC,B-OTH
ওয়ার্ড,NNC,B-OTH
ও,CONJ,B-OTH
৪টি,QF,B-NUM
থানা,NNC,B-OTH
মহিলা,NNC,B-ORG
আওয়ামীলীগের,NNP,B-ORG
সভানেত্রী,NNC,B-PER
ও,CONJ,B-OTH
সাধারণসম্পাদকসহ,NNC,B-PER
বিভিন্ন,ADJ,B-OTH
নেতৃবৃন্দরা।,NNC,B-PER
সম্প্রতি,ADV,B-OTH
স্বাস্থ্য,NNP,B-ORG
ও,CONJ,I-ORG
পরিবার,NNP,I-ORG
কল্যাণ,NNP,I-ORG
মন্ত্রণালয়ের,NNP,I-ORG
স্বাস্থ্য,NNC,B-ORG
বিভাগের,NNC,I-ORG
সমন্বয়,NNC,B-OTH
সভায়,NNC,B-EVENT
এ,DET,B-OTH
সিদ্ধান্ত,NNC,B-OTH
নেয়া,NNC,B-OTH
হয়েছে।,VF,B-OTH
করোনার,NNP,B-MISC
ভয়াবহতার,NNC,B-OTH
কারণে,PP,B-OTH
আজ,NNC,B-D&T
সবচেয়ে,ADJ,B-OTH
বেশি,ADJ,B-OTH
বিপর্যস্ত,ADJ,B-OTH
শিক্ষার্থীদের,NNC,B-PER
জীবন।,NNC,B-OTH
রাশেদা,NNP,B-PER
বেগমের,NNP,I-PER
স্বামীও,NNC,B-PER
গোমতী,NNP,B-LOC
নদীতে,NNC,I-LOC
১০,QF,B-NUM
বছর,NNC,B-UNIT
ধরে,PP,B-OTH
নৌকা,NNC,B-OTH
চালিয়ে,VNF,B-OTH
সংসার,NNC,B-OTH
চালাতেন।,VF,B-OTH
এবার,ADV,B-OTH
সে,PRO,B-OTH
নিজেই,PRO,B-OTH
গেল,VF,B-OTH
পানি,NNC,B-OTH
আনতে।,VNF,B-OTH
এছাড়া,ADV,B-OTH
পাঁচ,QF,B-NUM
হাজার,QF,I-NUM
নারীদের,NNC,B-PER
জন্য,PP,B-OTH
নামাজের,NNC,B-OTH
আলাদা,ADJ,B-OTH
জায়গা,NNC,B-OTH
থাকছে,VF,B-OTH
জাতীয়,ADJ,B-LOC
ঈদগাহে।,NNC,I-LOC
বেসামরিক,ADJ,B-OTH
বিমান,NNC,B-OTH
চলাচল,NNC,B-OTH
ও,CONJ,B-OTH
পর্যটন,NNC,B-OTH
মন্ত্রী,NNC,B-PER
রাশেদ,NNP,B-PER
খান,NNP,I-PER
মেনন,NNP,I-PER
বলেছেন,VF,B-OTH
‘পর্যটন,PUNCT,B-OTH
শিল্পের,NNC,B-OTH
ক্রমাগত,ADJ,B-OTH
উন্নতি,NNC,B-OTH
হচ্ছে।,VF,B-OTH
বান্দরবানের,NNP,B-GPE
তমব্রু,NNP,B-LOC
সীমান্তে,NNC,I-LOC
সংঘর্ষে,NNC,B-OTH
গুলিবিদ্ধ,ADJ,B-OTH
হয়ে,VNF,B-OTH
প্রতিরক্ষা,NNP,B-ORG
গোয়েন্দা,NNP,I-ORG
মহাপরিদপ্তরের,NNP,I-ORG
ডিজিএফআই,PUNCT,B-OTH
এক,QF,B-NUM
কর্মকর্তা,NNC,B-PER
নিহত,ADJ,B-OTH
হয়েছেন।,VF,B-OTH
২০২১,QF,B-D&T
সালে,NNC,I-D&T
বাংলাদেশের,NNP,B-GPE
নাগরিক,NNC,B-OTH
প্রতিষ্ঠানের,NNC,B-ORG
সার্বিক,ADJ,B-OTH
স্থায়িত্বশীলতা,NNC,B-OTH
সূচক,NNC,B-OTH
দাঁড়ায়,VF,B-OTH
৪-এ,QF,B-NUM
আগের,ADJ,B-OTH
বছরও,NNC,B-OTH
এটি,DET,B-OTH
একই,ADJ,B-OTH
জায়গায়,NNC,B-OTH
ছিল।,VF,B-OTH
বর্তমানে,ADV,B-OTH
চিপ,NNC,B-OTH
মার্কেটে,NNC,B-OTH
ফার্মটির,NNC,B-ORG
৮০,QF,B-NUM
শতাংশ,NNC,B-UNIT
শেয়ার,NNC,B-OTH
রয়েছে,VF,B-OTH
এবং,CONJ,B-OTH
এই,DET,B-OTH
আধিপত্য,NNC,B-OTH
ধরে,VNF,B-OTH
রাখার,NNC,B-OTH
আশা,NNC,B-OTH
করছে,VF,B-OTH
তারা।,PRO,B-OTH
আমরা,PRO,B-OTH
বাংলাদেশিরা,NNP,B-PER
তো,ADV,B-OTH
বিদেশে,NNC,B-OTH
এসেও,VNF,B-OTH
সেই,DET,B-OTH
একই,ADJ,B-OTH
চর্চা,NNC,B-OTH
করে,VNF,B-OTH
বেড়াই।,VF,B-OTH
টেক,ADJ,B-OTH
শহর,NNC,B-ORG
কনটেন্ট,NNP,B-ORG
কাউন্সিলর,NNP,B-ORG
,PUNCT,B-OTH
হোয়াটসঅ্যাপ,NNP,B-ORG
ওয়েব,NNP,B-OTH
অ্যাপে,NNC,B-OTH
যুক্ত,ADJ,B-OTH
হচ্ছে,VF,B-OTH
ভয়েস,NNC,B-OTH
কল,NNC,B-OTH
ও,CONJ,B-OTH
ভিডিও,NNC,B-OTH
কলের,NNC,B-OTH
ফিচার।,NNC,B-OTH
তার,PRO,B-OTH
বোন,NNC,B-PER
নরম,ADJ,B-OTH
সুরে,NNC,B-OTH
উত্তর,NNC,B-OTH
দিলো,VF,B-OTH
নাজুকভাবে,ADV,B-OTH
তার,PRO,B-OTH
মাথা,NNC,B-OTH
ঘষছে।,VF,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
‘আমরা,PUNCT,B-OTH
আইনজীবী,NNC,B-PER
ও,CONJ,B-OTH
তাঁর,PRO,B-OTH
মোহরার,NNC,B-PER
বিরুদ্ধে,PP,B-OTH
অসত্য,ADJ,B-OTH
ও,CONJ,B-OTH
বানোয়াট,ADJ,B-OTH
মামলা,NNC,B-OTH
প্রত্যাহারের,NNC,B-OTH
দাবি,NNC,B-OTH
জানিয়েছিলাম।,VF,B-OTH
ভুক্তভোগীর,NNC,B-PER
ভাগ্নে,NNC,B-PER
জানান,VF,B-OTH
প্রায়,ADJ,B-OTH
নয়,QF,B-NUM
বছর,NNC,B-UNIT
আগে,PP,B-OTH
খালু,NNC,B-PER
মারা,NNC,B-OTH
গেছেন।,VF,B-OTH
আইপিআরএস,NNP,B-OTH
অপারেশন,NNC,B-OTH
নকশা,NNC,B-OTH
নির্মাণ,NNC,B-OTH
এবং,CONJ,B-OTH
এর,PRO,B-OTH
মান,NNC,B-OTH
ও,CONJ,B-OTH
মৌলিক,ADJ,B-OTH
নীতি,NNC,B-OTH
নিজস্ব,ADJ,B-OTH
প্রতিবেক,NNC,B-OTH
আশুলিয়ার,NNP,B-LOC
তাজরীন,NNP,B-ORG
ফ্যাশনস,NNP,I-ORG
কারখানায়,NNC,I-ORG
ভয়াবহ,ADJ,B-OTH
অগ্নিকাণ্ডের,NNC,B-OTH
এক,QF,B-NUM
দশক,NNC,B-UNIT
পূর্ণ,NNC,B-OTH
হলো,VF,B-OTH
আজ।,NNC,B-D&T
বিদেশ,NNC,B-OTH
ভ্রমণ,NNC,B-OTH
মানেই,NNC,B-OTH
আকাশের,NNC,B-OTH
চাঁদ,NNC,B-OTH
স্পর্শ,NNC,B-OTH
করা,NNC,B-OTH
নয়।,VF,B-OTH
গুরু,NNC,B-PER
ওয়াহিদুল,NNP,B-PER
হক,NNP,I-PER
বসন্ত,NNP,B-EVENT
উৎসব,NNC,I-EVENT
শুরু'র,NNC,B-OTH
প্রাক্কালে।,NNC,B-OTH
আগামী,ADJ,B-D&T
২৭,QF,I-D&T
ডিসেম্বর,NNP,I-D&T
অনুষ্ঠিত,ADJ,B-OTH
হবে,VF,B-OTH
রংপুর,NNP,B-EVENT
সিটি,NNP,I-EVENT
করপোরেশন,NNP,I-EVENT
নির্বাচন।,NNC,I-EVENT
ঢাকা,NNP,B-GPE
জেলার,NNC,B-OTH
দোহার,NNP,B-GPE
উপজেলাধীন,NNC,B-OTH
জয়পাড়া,NNP,B-LOC
একটি,QF,B-NUM
জনবহুল,ADJ,B-OTH
এলাকা।,NNC,B-OTH
ফুলের,NNC,B-OTH
রং,NNC,B-OTH
,PUNCT,B-OTH
বিভিন্ন,ADJ,B-OTH
রঙের,NNC,B-OTH
দেখা,NNC,B-OTH
যায়,VF,B-OTH
সাধারণত,ADV,B-OTH
উজ্জল,ADJ,B-OTH
হলুদ,ADJ,B-OTH
ও,CONJ,B-OTH
কমলা,ADJ,B-OTH
হলুদ,NNC,B-OTH
হয়ে,VNF,B-OTH
থাকে।,VF,B-OTH
টেলিভিশনে,NNC,B-OTH
কর্মরত,ADJ,B-OTH
পেশাদার,ADJ,B-OTH
সাংবাদিকদের,NNC,B-PER
নিয়ে,PP,B-OTH
ঝালকাঠি,NNP,B-ORG
জেলা,NNP,I-ORG
টেলিভিশন,NNP,I-ORG
জার্নালিস্ট,NNP,I-ORG
এসোসিয়েশন,NNP,I-ORG
নামে,NNC,B-OTH
নতুন,ADJ,B-OTH
একটি,QF,B-NUM
সংগঠনের,NNC,B-ORG
আত্মপ্রকাশ,NNC,B-OTH
হয়েছে।,VF,B-OTH
গতকাল,NNC,B-D&T
শুক্রবার,NNP,I-D&T
সকালে,NNC,I-D&T
রাজধানীর,NNC,B-OTH
নয়াপল্টনে,NNP,B-LOC
দলের,NNC,B-ORG
কেন্দ্রীয়,ADJ,B-ORG
কমিটি,NNC,I-ORG
আয়োজিত,ADJ,B-OTH
এক,QF,B-NUM
সংবাদ,NNC,B-EVENT
সম্মেলনে,NNC,I-EVENT
তিনি,PRO,B-OTH
এ,DET,B-OTH
মন্তব্য,NNC,B-OTH
করেন।,VF,B-OTH
বিশিষ্ট,ADJ,B-OTH
গ্রামোফোন,NNC,B-OTH
রেকর্ড,NNC,B-OTH
সংগ্রাহক,NNC,B-PER
সঞ্জয়,NNP,B-PER
সেনগুপ্ত,NNP,I-PER
গান,NNC,B-OTH
বাজনা-র,NNC,B-OTH
জগতে,NNC,B-OTH
এক,QF,B-NUM
বিস্ময়কর,ADJ,B-OTH
নাম।,NNC,B-OTH
পুঁজিবাজারে,NNC,B-OTH
তালিকাভুক্ত,ADJ,B-OTH
কোম্পানিগুলো,NNC,B-ORG
উৎপাদন,NNC,B-OTH
বাড়ানোর,NNC,B-OTH
জন্য,PP,B-OTH
বা,CONJ,B-OTH
ব্যবসা,NNC,B-OTH
সম্প্রসারণ,NNC,B-OTH
করার,NNC,B-OTH
জন্য,PP,B-OTH
শেয়ারবাজার,NNC,B-OTH
থেকে,PP,B-OTH
অর্থ,NNC,B-OTH
উত্তোলন,NNC,B-OTH
করে,VNF,B-OTH
থাকে।,VF,B-OTH
রাজধানীর,NNC,B-OTH
কাঁচাবাজারে,NNC,B-OTH
শাকসবজির,NNC,B-OTH
সরবরাহ,NNC,B-OTH
প্রচুর।,ADJ,B-OTH
কালো,ADJ,B-OTH
মৃত্যু,NNC,B-OTH
ফিরে,VNF,B-OTH
যায়,VF,B-OTH
এসে।।,VF,B-OTH
দুটি,QF,B-NUM
রেডমিবুক,ADJ,B-OTH
ল্যাপটপই,NNC,B-OTH
উইন্ডোজ,NNP,B-OTH
১১-এ,NNP,B-NUM
আউট,NNC,B-OTH
অফ,NNC,B-OTH
দ্যা,NNC,B-OTH
বক্সে,NNC,B-OTH
চলবে।,VF,B-OTH
আলিপুর,NNP,B-ORG
আবহাওয়া,NNP,I-ORG
দফতর,NNP,I-ORG
জানিয়েছে,VF,B-OTH
পশ্চিমবঙ্গের,NNP,B-GPE
আরেক,ADJ,B-OTH
দিকে,NNC,B-OTH
বাংলাদেশে,NNP,B-GPE
একটি,QF,B-NUM
ঘূর্ণাবর্ত,NNC,B-OTH
রয়েছে।,VF,B-OTH
খাগড়াছড়ি,NNP,B-GPE
আঞ্চলিক,ADJ,B-OTH
মহাসড়কের,NNC,B-LOC
সাড়ে,ADJ,B-NUM
৩২,QF,B-NUM
কিলোমিটার,NNC,B-UNIT
অংশে,NNC,B-OTH
১৮,QF,B-NUM
ফুট,NNC,B-UNIT
প্রস্থের,NNC,B-OTH
সড়ককে,NNC,B-OTH
৩৪,QF,B-NUM
ফুট,NNC,B-UNIT
প্রস্থে,NNC,B-OTH
সম্প্রসারণ,NNC,B-OTH
করা,NNC,B-OTH
হয়েছে।,VF,B-OTH
পররাষ্ট্রমন্ত্রী,NNC,B-PER
১০,QF,B-D&T
থেকে,PP,I-D&T
১৩,QF,I-D&T
ফেব্রুয়ারি,NNP,I-D&T
২০২২,QF,I-D&T
ইউএই-তে,NNP,B-GPE
এক,QF,B-NUM
দ্বিপাক্ষিক,ADJ,B-EVENT
সফরে,NNC,I-EVENT
১০,QF,B-NUM
সদস্যের,NNC,B-PER
বাংলাদেশ,NNP,B-ORG
প্রতিনিধি,NNC,I-ORG
দলের,NNC,I-ORG
নেতৃত্ব,NNC,B-OTH
দিচ্ছেন।,VF,B-OTH
সাইফুল,NNP,B-PER
ইসলাম,NNP,I-PER
অভি,NNP,I-PER
বয়স,NNC,B-OTH
মাত্র,ADJ,B-OTH
২৮,QF,B-NUM
বছর।,NNC,B-UNIT
স্যারঃ,NNC,B-PER
ক্লাস,NNC,B-OTH
১২,QF,B-NUM
হয়ে,VNF,B-OTH
গেছো,VF,B-OTH
বলে,ADV,B-OTH
মার্চ,NNC,B-OTH
করবে,VF,B-OTH
না,ADV,B-OTH
এইটা,PRO,B-OTH
তো,ADV,B-OTH
হবে,VF,B-OTH
না।,ADV,B-OTH
কাবুলের,NNP,B-GPE
হোটেলে,NNC,B-OTH
হামলা,NNC,B-OTH
চালানোর,NNC,B-OTH
ঘটনায়,NNC,B-OTH
নিরাপত্তা,NNC,B-ORG
বাহিনীর,NNC,I-ORG
হাতে,NNC,B-OTH
খতম,ADJ,B-OTH
হামলার,NNC,B-OTH
সঙ্গে,PP,B-OTH
জড়িত,ADJ,B-OTH
তিন,QF,B-NUM
জঙ্গি।,NNC,B-PER
আল-মাকতূম-এর,NNP,B-PER
নিকট,NNC,B-OTH
থেকে।,PP,B-OTH
অতএব,ADV,B-OTH
মনে,ADV,B-OTH
মনে,ADV,B-OTH
একটা,QF,B-NUM
প্ল্যান,NNC,B-OTH
ফাঁদল,VF,B-OTH
সায়ন।,NNP,B-PER
এ,DET,B-OTH
সমস্যা,NNC,B-OTH
দূর,NNC,B-OTH
করতে,VNF,B-OTH
কার্যকরী,ADJ,B-OTH
সমাধান,NNC,B-OTH
হচ্ছে,VF,B-OTH
নিয়মিত,ADV,B-OTH
বিড়ালের,NNC,B-OTH
লোম,NNC,B-OTH
আঁচড়ে,VNF,B-OTH
দেওয়া।,NNC,B-OTH
মার্কিন,ADJ,B-GPE
সংবাদমাধ্যম,NNC,B-OTH
সিএনএনের,NNP,B-ORG
সাংবাদিক,NNC,B-PER
ক্রিস্টিন,NNP,B-PER
আমানপোর,NNP,I-PER
ইরানের,NNP,B-GPE
প্রেসিডেন্ট,NNC,B-PER
ইব্রাহিম,NNP,B-PER
রাইসির,NNP,I-PER
সাথে,PP,B-OTH
পূর্বনির্ধারিত,ADJ,B-OTH
একটি,QF,B-NUM
সাক্ষাৎকার,NNC,B-OTH
অনুষ্ঠান,NNC,B-EVENT
বাতিল,NNC,B-OTH
করেছেন।,VF,B-OTH
কৃষি,NNP,B-ORG
মন্ত্রণালয়সহ,NNC,I-ORG
সংশ্লিষ্ট,ADJ,B-OTH
সূত্রে,NNC,B-OTH
এ,DET,B-OTH
তথ্য,NNC,B-OTH
জানা,NNC,B-OTH
গেছে।,VF,B-OTH
এরপর,ADV,B-OTH
২০১৮,QF,B-D&T
সালের,NNC,I-D&T
জুলাইয়ে,NNP,I-D&T
শাকিব-বুবলী,NNP,B-PER
বিয়ে,NNC,B-EVENT
করেন,VF,B-OTH
২০২০,QF,B-D&T
সালের,NNC,I-D&T
মার্চে,NNP,I-D&T
আমেরিকায়,NNP,B-GPE
গিয়ে,VNF,B-OTH
পুত্রসন্তানের,NNC,B-PER
জন্ম,NNC,B-OTH
দেন,VF,B-OTH
একসময়ের,NNC,B-OTH
সংবাদপাঠিকা,NNC,B-OTH
বুবলী।,NNP,B-PER
অমর,NNP,B-EVENT
একুশে,NNP,I-EVENT
গ্রন্থমেলায়,NNC,I-EVENT
এসেছে,VF,B-OTH
মাহমুদ,NNP,B-PER
রিয়াত,NNP,I-PER
এর,PART,B-OTH
উপন্যাস,NNC,B-OTH
‘অভিসারী,PUNCT,B-OTH
আত্মা’।,NNP,B-T&T
অস্ট্রেলিয়া,NNP,B-ORG
ক্রিকেট,NNP,I-ORG
দলের,NNC,I-ORG
চিকিৎসক,NNC,B-PER
পিটার,NNP,B-PER
ব্রুকনার,NNP,I-PER
তার,PRO,B-OTH
মৃত্যুর,NNC,B-OTH
খবর,NNC,B-OTH
নিশ্চিত,ADJ,B-OTH
করেছেন।,VF,B-OTH
যুক্তরাষ্ট্রে,NNP,B-GPE
ধুলোঝড়ের,NNC,B-OTH
মধ্যে,PP,B-OTH
ভয়াবহ,ADJ,B-OTH
সড়ক,NNC,B-OTH
দুর্ঘটনা,NNC,B-OTH
ঘটেছে।,VF,B-OTH
যেকোনো,DET,B-OTH
বৃষ্টির,NNC,B-OTH
দিনেই,NNC,B-OTH
প্রতিষ্ঠানটিতে,NNC,B-ORG
চরম,ADJ,B-OTH
দুর্ভোগ,NNC,B-OTH
নেমে,VNF,B-OTH
আসে।,VF,B-OTH
কুষ্টিয়া-চুয়াডাঙ্গা,NNP,B-GPE
আঞ্চলিক,ADJ,B-OTH
সড়কের,NNC,B-OTH
দুই,QF,B-NUM
পাশে,NNC,B-OTH
প্রায়,ADJ,B-OTH
৫০০,QF,B-NUM
ছোট-বড়,ADJ,B-OTH
চালকল,NNC,B-OTH
রয়েছে,VF,B-OTH
যা,PRO,B-OTH
খাজানগর,NNP,B-LOC
